link_no,name,LRP_Start,Offset_Start,Chainage_Start,LRP_End,Offset_End,Chainage_End,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),road_name,lon_start,lat_start,lon_end,lat_end,lon_mid,lat_mid,mid_geometry,geometry
N805-1,Bhanga-Kalier More (Int.with Z8067),LRPS,0,0,LRP005,360,5.02,5.020,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,N805,89.9837497,23.3902219,89.9409441,23.4021944,89.9623469,23.39620815,POINT (89.9623469 23.39620815),"LINESTRING (89.9837497 23.3902219, 89.9409441 23.4021944)"
N805-2,Kalier More (Int.with Z8067)-Muksudpur(Int.with Z8021),LRP005,360,5.02,LRP018,405,18.215,13.195,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,N805,89.9409441,23.4021944,89.8644167,23.3151111,89.90268040000001,23.358652749999997,POINT (89.90268040000001 23.358652749999997),"LINESTRING (89.9409441 23.4021944, 89.8644167 23.3151111)"
N805-3,Muksudpur(Int.with Z8021)-Garakhola (Int.with Z8023),LRP018,405,18.215,LRP024,750,24.59,6.375,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,N805,89.8644167,23.3151111,89.8145,23.290333,89.83945835,23.30272205,POINT (89.83945835 23.30272205),"LINESTRING (89.8644167 23.3151111, 89.8145 23.290333)"
N805-4,Garakhola(Int.with Z8023)-Bhatiapara (Int.with Z7001),LRP024,750,24.59,LRP037,135,37.005,12.415,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,N805,89.8145,23.290333,89.7183604,23.2173604,89.7664302,23.2538467,POINT (89.7664302 23.2538467),"LINESTRING (89.8145 23.290333, 89.7183604 23.2173604)"
N805-5,Bhatiapara (Int.with Z7001)-Bhatiapara (Trimohoni)Int.with N806,LRP037,135,37.005,LRP037,940,37.81,0.805,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,N805,89.7183604,23.2173604,89.7183604,23.2173604,89.7183604,23.2173604,POINT (89.7183604 23.2173604),"LINESTRING (89.7183604 23.2173604, 89.7183604 23.2173604)"
N805-6,Bhatiapara (Trimohoni)Int.with N806  - Ramdia (Int.with Z8419),LRP037,940,37.81,LRP049,275,49.215,11.405,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,N805,89.7183604,23.2173604,89.7712216,23.1540278,89.74479099999999,23.1856941,POINT (89.74479099999999 23.1856941),"LINESTRING (89.7183604 23.2173604, 89.7712216 23.1540278)"
N805-7,Ramdia (Int.with Z8419)-Bijoypasha(Int.with Z8420),LRP049,275,49.215,LRP060,365,60.305,11.090,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,N805,89.7712216,23.1540278,89.7689993,23.0593611,89.77011045,23.10669445,POINT (89.77011045 23.10669445),"LINESTRING (89.7712216 23.1540278, 89.7689993 23.0593611)"
N805-8,Bijoypasha(Int.with Z8420)-Gopalganj (Haridashpur Bridge)Int.with R850,LRP060,365,60.305,LRP067,360,67.28,6.975,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,N805,89.7689993,23.0593611,89.8253882,23.0274438,89.79719375,23.043402450000002,POINT (89.79719375 23.043402450000002),"LINESTRING (89.7689993 23.0593611, 89.8253882 23.0274438)"
N805-9,Gopalganj (Haridashpur Bridge)Int.with R850-Int.with R850,LRP067,360,67.28,LRP068,70,67.95,0.670,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,N805,89.8253882,23.0274438,89.8343886,23.0265549,89.8298884,23.02699935,POINT (89.8298884 23.02699935),"LINESTRING (89.8253882 23.0274438, 89.8343886 23.0265549)"
N805-10,Gopalganj (Int.with R850)-Int.with Z8031,LRP068,70,67.95,LRP069,766,69.706,1.756,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,N805,89.8343886,23.0265549,89.8413608,23.0201104,89.8378747,23.02333265,POINT (89.8378747 23.02333265),"LINESTRING (89.8343886 23.0265549, 89.8413608 23.0201104)"
N805-11,Int.with Z8031-Int.with Z8408,LRP069,766,69.706,LRP071,1945,72.885,3.179,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,N805,89.8413608,23.0201104,89.8391108,23.0037778,89.8402358,23.0119441,POINT (89.8402358 23.0119441),"LINESTRING (89.8413608 23.0201104, 89.8391108 23.0037778)"
N805-12,Int.with Z8408-Gonapara(Int.with Z7704),LRP071,1945,72.885,LRP077,275,77.225,4.340,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,N805,89.8391108,23.0037778,89.8222216,22.9537778,89.8306662,22.978777800000003,POINT (89.8306662 22.978777800000003),"LINESTRING (89.8391108 23.0037778, 89.8222216 22.9537778)"
N805-13,Gonapara(Int.with Z7704)-End of Mollahat Bridge,LRP077,275,77.225,LRP079,1112,80.062,2.837,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,N805,89.8222216,22.9537778,89.8106111,22.9402774,89.81641635,22.9470276,POINT (89.81641635 22.9470276),"LINESTRING (89.8222216 22.9537778, 89.8106111 22.9402774)"
N805-14,End of Mollahat Bridge-Faltita(Int.with Z7801),LRP079,1112,80.062,LRP096,1030,97.023,16.961,44.0,624.0,541.0,530.0,322.0,311.0,176.0,225.0,920.0,1217.0,463.0,473.0,0.0,4910.0,936.0,5846.0,5846.0,N805,89.8106111,22.9402774,89.7381108,22.8087222,89.77436095,22.8744998,POINT (89.77436095 22.8744998),"LINESTRING (89.8106111 22.9402774, 89.7381108 22.8087222)"
N805-15,Faltita(Int.with Z7801)-Fakirhat (Int.with R771),LRP096,1030,97.023,LRP099,530,100.523,3.500,44.0,624.0,541.0,530.0,322.0,311.0,176.0,225.0,920.0,1217.0,463.0,473.0,0.0,4910.0,936.0,5846.0,5846.0,N805,89.7381108,22.8087222,89.7222493,22.7766382,89.73018005,22.7926802,POINT (89.73018005 22.7926802),"LINESTRING (89.7381108 22.8087222, 89.7222493 22.7766382)"
N805-16,Fakirhat (Int.with R771)- Noapara (Int.with R770),LRP099,530,100.523,LRP107,1040,109.053,8.530,97.0,576.0,472.0,124.0,129.0,235.0,116.0,192.0,1201.0,856.0,558.0,683.0,0.0,3998.0,1241.0,5239.0,5239.0,N805,89.7222493,22.7766382,89.6618611,22.7424997,89.6920552,22.759568950000002,POINT (89.6920552 22.759568950000002),"LINESTRING (89.7222493 22.7766382, 89.6618611 22.7424997)"
N805-17,Noapara (Int.with R770)-Katakhali Traffic More,LRP107,1040,109.053,LRP109,990,110.633,1.580,44.0,624.0,541.0,530.0,322.0,311.0,176.0,225.0,920.0,1217.0,463.0,473.0,0.0,4910.0,936.0,5846.0,5846.0,N805,89.6618611,22.7424997,89.6441386,22.7388052,89.65299985,22.74065245,POINT (89.65299985 22.74065245),"LINESTRING (89.6618611 22.7424997, 89.6441386 22.7388052)"
N516-1,SP Office-Int.with R547,LRPS,0,0,LRP001,200,1.3,1.300,62.0,1027.0,672.0,135.0,176.0,235.0,29.0,161.0,933.0,946.0,570.0,734.0,0.0,4376.0,1304.0,5680.0,5680.0,N516,88.9114167,24.838833,88.9221382,24.839083,88.91677745000001,24.838957999999998,POINT (88.91677745000001 24.838957999999998),"LINESTRING (88.9114167 24.838833, 88.9221382 24.839083)"
N516-2,Int.with R547 - Santahar Bypass,LRP001,200,1.3,LRP008,160,8,6.700,7.0,1235.0,460.0,64.0,57.0,294.0,47.0,81.0,682.0,975.0,658.0,716.0,0.0,3902.0,1374.0,5276.0,5276.0,N516,88.9221382,24.839083,88.9798882,24.8147778,88.9510132,24.826930400000002,POINT (88.9510132 24.826930400000002),"LINESTRING (88.9221382 24.839083, 88.9798882 24.8147778)"
N404-1,Nagarjalphai-Tangail Old Bus Stand(Int.with R506),LRPS,0,0,LRPS,2528,2.528,2.528,0.0,645.0,332.0,887.0,199.0,324.0,131.0,479.0,6335.0,1263.0,959.0,1136.0,0.0,10595.0,2095.0,12690.0,12690.0,N404,89.9404719,24.2425552,89.9404719,24.2425552,89.9404719,24.2425552,POINT (89.9404719 24.2425552),"LINESTRING (89.9404719 24.2425552, 89.9404719 24.2425552)"
N404-2,Tangail Old Bus Stand(Int.with R506)-Balia (Int.with N4),LRPS,2528,2.528,LRPE,0,6.489,3.961,0.0,645.0,332.0,887.0,199.0,324.0,131.0,479.0,6335.0,1263.0,959.0,1136.0,0.0,10595.0,2095.0,12690.0,12690.0,N404,89.9404719,24.2425552,89.9172771,24.2836386,89.9288745,24.2630969,POINT (89.9288745 24.2630969),"LINESTRING (89.9404719 24.2425552, 89.9172771 24.2836386)"
N704-1,Jhenaidah(Bata More)-Arappur (Int.with N7),LRPS,0,0,LRPS,922,0.922,0.922,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.1728604,23.5456941,89.1728604,23.5456941,89.1728604,23.5456941,POINT (89.1728604 23.5456941),"LINESTRING (89.1728604 23.5456941, 89.1728604 23.5456941)"
N704-2,Arappur (Int.with N7)-Amtali (Int.with Z7404),LRPS,922,0.922,LRP004,542,4.462,3.540,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.1728604,23.5456941,89.176916,23.5801938,89.1748882,23.562943949999998,POINT (89.1748882 23.562943949999998),"LINESTRING (89.1728604 23.5456941, 89.176916 23.5801938)"
N704-3,Amtali (Int.with Z7404)-Shekhpara (Int.with Z7405),LRP004,542,4.462,LRP021,292,21.187,16.725,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.176916,23.5801938,89.1559167,23.7162222,89.16641635,23.648208,POINT (89.16641635 23.648208),"LINESTRING (89.176916 23.5801938, 89.1559167 23.7162222)"
N704-4,"Shekhpara(Int.with Z7405)-Bottoli More (Kushtia,Int.with R747)",LRP021,292,21.187,LRP041,344,41.222,20.035,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.1559167,23.7162222,89.0912774,23.8770827,89.12359705,23.79665245,POINT (89.12359705 23.79665245),"LINESTRING (89.1559167 23.7162222, 89.0912774 23.8770827)"
N704-5,"Bottoli More (Kushtia,Int.with R747)-Chowrhash More (Int.with R710)",LRP041,344,41.222,LRP043,572,43.43,2.208,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.0912774,23.8770827,89.1064167,23.8866386,89.09884704999999,23.88186065,POINT (89.09884704999999 23.88186065),"LINESTRING (89.0912774 23.8770827, 89.1064167 23.8866386)"
N704-6,"Chowrhash More (Int.with R710) -Trimohoni, Kushtia (Int.with R745)",LRP043,572,43.43,LRP050,280,50.038,6.608,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.1064167,23.8866386,89.0912774,23.9302493,89.09884704999999,23.90844395,POINT (89.09884704999999 23.90844395),"LINESTRING (89.1064167 23.8866386, 89.0912774 23.9302493)"
N704-7,"Trimohoni, Kushtia (Int.with R745)-Int.with Z7411 (Bheramara)",LRP050,280,50.038,LRP064,735,64.298,14.260,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.0912774,23.9302493,89.0146389,24.0135556,89.05295815,23.97190245,POINT (89.05295815 23.97190245),"LINESTRING (89.0912774 23.9302493, 89.0146389 24.0135556)"
N704-8,Int.with Z7411 (Bheramara)-Int.with Z7409 (Bheramara),LRP064,735,64.298,LRP067,52,66.675,2.377,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.0146389,24.0135556,89.0123889,24.0399719,89.01351389999999,24.02676375,POINT (89.01351389999999 24.02676375),"LINESTRING (89.0146389 24.0135556, 89.0123889 24.0399719)"
N704-9,Int.with Z7409 (Bheramara)-Ruppur(Int.with N705),LRP067,52,66.675,LRP074,772,74.274,7.599,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,N704,89.0123889,24.0399719,89.0589167,24.0736382,89.03565280000001,24.05680505,POINT (89.03565280000001 24.05680505),"LINESTRING (89.0123889 24.0399719, 89.0589167 24.0736382)"
N704-10,Ruppur(Int.with N705)- Dasuria (Int.with N705),LRP074,772,74.274,LRP081,695,81.193,6.919,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,N704,89.0589167,24.0736382,89.1144722,24.1082778,89.08669445,24.090958,POINT (89.08669445 24.090958),"LINESTRING (89.0589167 24.0736382, 89.1144722 24.1082778)"
N704-11,Ishwardi-Dasuria (Int.with N705) - Dasuria (Int.with N6),LRP081,695,81.193,LRPE,0,81.538,0.345,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,N704,89.1144722,24.1082778,89.1217216,24.1121389,89.1180969,24.11020835,POINT (89.1180969 24.11020835),"LINESTRING (89.1144722 24.1082778, 89.1217216 24.1121389)"
N401-1,Modhupur-Muktagachha (Int.with Z4101),LRPS,0,0,LRP028,187,28.177,28.177,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0,N401,90.0287493,24.6071667,90.2329438,24.7599444,90.13084655,24.68355555,POINT (90.13084655 24.68355555),"LINESTRING (90.0287493 24.6071667, 90.2329438 24.7599444)"
N401-2,Muktagachha (Int.with Z4101) - Muktagachha (Int.with Z4105),LRP028,187,28.177,LRP030,391,30.406,2.229,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0,N401,90.2329438,24.7599444,90.2524444,24.7639444,90.2426941,24.761944399999997,POINT (90.2426941 24.761944399999997),"LINESTRING (90.2329438 24.7599444, 90.2524444 24.7639444)"
N401-3,Muktagachha (Int.with Z4105) -Mymensingh engineering College(Int.withN309),LRP030,391,30.406,LRP040,18,40.043,9.637,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0,N401,90.2524444,24.7639444,90.3440274,24.7823604,90.29823590000001,24.7731524,POINT (90.29823590000001 24.7731524),"LINESTRING (90.2524444 24.7639444, 90.3440274 24.7823604)"
N401-4,Mymensingh engineering College(Int.withN309)-Mymensing Zero Point,LRP040,18,40.043,LRPE,0,46.98,6.937,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0,N401,90.3440274,24.7823604,90.4060278,24.7636667,90.37502760000001,24.77301355,POINT (90.37502760000001 24.77301355),"LINESTRING (90.3440274 24.7823604, 90.4060278 24.7636667)"
N5-1L,Mirpur Bridge-Turag (Int.with Z5069) (Left),LRPS,0,0,LRP002,635,2.59,2.590,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0,N5,90.3364163,23.7837774,90.3192771,23.7897774,90.3278467,23.7867774,POINT (90.3278467 23.7867774),"LINESTRING (90.3364163 23.7837774, 90.3192771 23.7897774)"
N5-1R,Mirpur Bridge-Turag (Int.with Z5069)(Right),LRPS,0,0,LRP002,635,2.59,2.590,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0,N5,90.3364163,23.7837774,90.3192771,23.7897774,90.3278467,23.7867774,POINT (90.3278467 23.7867774),"LINESTRING (90.3364163 23.7837774, 90.3192771 23.7897774)"
N5-2L,Turag (Int.with Z5069)-Hamayetpur  (Int.with R504) (Left),LRP002,635,2.59,LRP007,20,6.945,4.355,30.0,2540.0,2264.0,2032.0,1997.0,1909.0,301.0,2976.0,1327.0,1195.0,54.0,235.0,0.0,16571.0,289.0,16860.0,16860.0,N5,90.3192771,23.7897774,90.2715271,23.7931663,90.29540209999999,23.79147185,POINT (90.29540209999999 23.79147185),"LINESTRING (90.3192771 23.7897774, 90.2715271 23.7931663)"
N5-2R,Turag (Int.with Z5069)-Hamayetpur  (Int.with R504) (Right),LRP002,635,2.59,LRP007,20,6.945,4.355,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0,N5,90.3192771,23.7897774,90.2715271,23.7931663,90.29540209999999,23.79147185,POINT (90.29540209999999 23.79147185),"LINESTRING (90.3192771 23.7897774, 90.2715271 23.7931663)"
N5-3L,Hamayetpur(Int.with R504)-Nabinagar(Int.with N540) (Left),LRP007,20,6.945,LRP020,2478,22.343,15.398,19.0,3389.0,1956.0,2038.0,2416.0,1843.0,299.0,2758.0,834.0,666.0,61.0,167.0,0.0,16218.0,228.0,16446.0,16446.0,N5,90.2715271,23.7931663,90.269916,23.898583,90.27072154999999,23.84587465,POINT (90.27072154999999 23.84587465),"LINESTRING (90.2715271 23.7931663, 90.269916 23.898583)"
N5-3R,Hamayetpur(Int.with R504)-Nabinagar(Int.with N540)(Right),LRP007,20,6.945,LRP020,2478,22.343,15.398,44.0,2883.0,1541.0,2283.0,1589.0,1740.0,361.0,2584.0,1539.0,1064.0,223.0,426.0,0.0,15628.0,649.0,16277.0,16277.0,N5,90.2715271,23.7931663,90.269916,23.898583,90.27072154999999,23.84587465,POINT (90.27072154999999 23.84587465),"LINESTRING (90.2715271 23.7931663, 90.269916 23.898583)"
N5-4,Nabinagar(Int.with N540)-Dulivita (Int.with R315),LRP020,2478,22.343,LRP027,160,27.075,4.732,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,N5,90.269916,23.898583,90.2138056,23.9079167,90.2418608,23.90324985,POINT (90.2418608 23.90324985),"LINESTRING (90.269916 23.898583, 90.2138056 23.9079167)"
N5-5,Dulivita(Int.with R315) -Kalampur Bus Stand (Int.with Z5061),LRP027,160,27.075,LRP033,265,33.18,6.105,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,N5,90.2138056,23.9079167,90.1562778,23.9174438,90.1850417,23.91268025,POINT (90.1850417 23.91268025),"LINESTRING (90.2138056 23.9079167, 90.1562778 23.9174438)"
N5-6,Kalampur Bus Stand(Int.with Z5061) -Golra  (Int.with Z5063),LRP033,265,33.18,LRP044,1583,45.498,12.318,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,N5,90.1562778,23.9174438,90.0516667,23.9062222,90.10397225,23.911833,POINT (90.10397225 23.911833),"LINESTRING (90.1562778 23.9174438, 90.0516667 23.9062222)"
N5-7,Golra(Int.with Z5063) -Manikganj   (Int.with R504),LRP044,1583,45.498,LRP051,325,51.255,5.757,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,N5,90.0516667,23.9062222,90.00375,23.8716382,90.02770835,23.888930199999997,POINT (90.02770835 23.888930199999997),"LINESTRING (90.0516667 23.9062222, 90.00375 23.8716382)"
N5-8,Manikganj (Int.with R504) -Baniajuri  (Int.with Z5064),LRP051,325,51.255,LRP057,445,57.375,6.120,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,N5,90.00375,23.8716382,89.9549444,23.8525278,89.9793472,23.862083,POINT (89.9793472 23.862083),"LINESTRING (90.00375 23.8716382, 89.9549444 23.8525278)"
N5-9,Baniajuri (Int.with Z5064) -Barangail   (Int.with R506),LRP057,445,57.375,LRP065,860,65.785,8.410,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,N5,89.9549444,23.8525278,89.8790549,23.8476386,89.91699965000001,23.8500832,POINT (89.91699965000001 23.8500832),"LINESTRING (89.9549444 23.8525278, 89.8790549 23.8476386)"
N5-10,Barangail(Int.with R506) -Utholi  (Int.with N503),LRP065,860,65.785,LRP072,160,72.095,6.310,0.0,13.0,18.0,0.0,3.0,4.0,3.0,2.0,66.0,80.0,104.0,112.0,3.0,189.0,219.0,408.0,408.0,N5,89.8790549,23.8476386,89.8129167,23.8442219,89.8459858,23.845930250000002,POINT (89.8459858 23.845930250000002),"LINESTRING (89.8790549 23.8476386, 89.8129167 23.8442219)"
N5-11,Utholi (Int.with N503) -Paturia Ferryghat,LRP072,160,72.095,LRP076,2259,78.309,6.214,0.0,13.0,18.0,0.0,3.0,4.0,3.0,2.0,66.0,80.0,104.0,112.0,3.0,189.0,219.0,408.0,408.0,N5,89.8129167,23.8442219,89.8104722,23.8097778,89.81169445,23.82699985,POINT (89.81169445 23.82699985),"LINESTRING (89.8129167 23.8442219, 89.8104722 23.8097778)"
N5-12,Natakhola Ferry Ghat-Bara Naogaon  (Int.with N505),LRP076,2259,78.309,LRP076,23990,100.04,21.731,0.0,13.0,18.0,0.0,3.0,4.0,3.0,2.0,66.0,80.0,104.0,112.0,3.0,189.0,219.0,408.0,408.0,N5,89.8104722,23.8097778,89.8104722,23.8097778,89.8104722,23.8097778,POINT (89.8104722 23.8097778),"LINESTRING (89.8104722 23.8097778, 89.8104722 23.8097778)"
N5-13,Bara Naogaon-Baderhat    (Int.with R601),LRP076,23990,100.04,LRP076,25205,101.255,1.215,1.0,55.0,57.0,49.0,107.0,19.0,2.0,4.0,788.0,293.0,236.0,515.0,28.0,1375.0,779.0,2154.0,2154.0,N5,89.8104722,23.8097778,89.8104722,23.8097778,89.8104722,23.8097778,POINT (89.8104722 23.8097778),"LINESTRING (89.8104722 23.8097778, 89.8104722 23.8097778)"
N5-14,Baderhat (Int.with R601) -Kashinathpur (Int. with N6),LRP076,25205,101.255,LRP108,1025,109.472,8.217,35.0,116.0,41.0,114.0,143.0,60.0,4.0,27.0,1001.0,549.0,217.0,488.0,15.0,2090.0,720.0,2810.0,2810.0,N5,89.8104722,23.8097778,89.6040556,23.949083,89.7072639,23.8794304,POINT (89.7072639 23.8794304),"LINESTRING (89.8104722 23.8097778, 89.6040556 23.949083)"
N5-15,Kashinathpur (Int. with N6)-Satiakhola  (Int. with Z6028),LRP108,1025,109.472,LRP111,297,112.111,2.639,35.0,116.0,41.0,114.0,143.0,60.0,4.0,27.0,1001.0,549.0,217.0,488.0,15.0,2090.0,720.0,2810.0,2810.0,N5,89.6040556,23.949083,89.5988608,23.9767771,89.6014582,23.96293005,POINT (89.6014582 23.96293005),"LINESTRING (89.6040556 23.949083, 89.5988608 23.9767771)"
N5-16,Satiakhola (Int. with Z6028)-Bera (Int. with Z6026),LRP111,297,112.111,LRP122,386,123.25,11.139,35.0,116.0,41.0,114.0,143.0,60.0,4.0,27.0,1001.0,549.0,217.0,488.0,15.0,2090.0,720.0,2810.0,2810.0,N5,89.5988608,23.9767771,89.6109722,24.073416,89.6049165,24.02509655,POINT (89.6049165 24.02509655),"LINESTRING (89.5988608 23.9767771, 89.6109722 24.073416)"
N5-17,Bera(Int. with Z6026)-Baghabari  (Int. with Z6021),LRP122,386,123.25,LRP129,480,130.374,7.124,24.0,715.0,294.0,430.0,151.0,269.0,104.0,122.0,1479.0,762.0,195.0,579.0,9.0,4350.0,783.0,5133.0,5133.0,N5,89.6109722,24.073416,89.5787771,24.124416,89.59487465000001,24.098916000000003,POINT (89.59487465000001 24.098916000000003),"LINESTRING (89.6109722 24.073416, 89.5787771 24.124416)"
N5-18,Baghabari (Int. with Z6021)-Shahazadpur  (Int. with Z5410),LRP129,480,130.374,LRP134,552,135.582,5.208,24.0,715.0,294.0,430.0,151.0,269.0,104.0,122.0,1479.0,762.0,195.0,579.0,9.0,4350.0,783.0,5133.0,5133.0,N5,89.5787771,24.124416,89.5861386,24.1683327,89.58245785,24.146374350000002,POINT (89.58245785 24.146374350000002),"LINESTRING (89.5787771 24.124416, 89.5861386 24.1683327)"
N5-19,"Shahazadpur  (Int. with Z5410)-Paik Para, Int.with Z5058",LRP134,552,135.582,LRP147,331,148.381,12.799,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.5861386,24.1683327,89.5734993,24.2752216,89.57981895,24.22177715,POINT (89.57981895 24.22177715),"LINESTRING (89.5861386 24.1683327, 89.5734993 24.2752216)"
N5-20,"Paik Para, Int.with Z5058-Ullahpara (Int.with Z5048)",LRP147,331,148.381,LRP151,150,152.21,3.829,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.5734993,24.2752216,89.5640833,24.3065278,89.56879129999999,24.2908747,POINT (89.56879129999999 24.2908747),"LINESTRING (89.5734993 24.2752216, 89.5640833 24.3065278)"
N5-21,Ullahpara (Int.with Z5048)-Ullahpara (Int.with Z5046),LRP151,150,152.21,LRP152,1038,154.118,1.908,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.5640833,24.3065278,89.5635833,24.3154722,89.5638333,24.311,POINT (89.5638333 24.311),"LINESTRING (89.5640833 24.3065278, 89.5635833 24.3154722)"
